any,0.0010555060,
good,0.0010733140,
woman,0.0010352570,
through,0.0010337380,
us,0.0010645660,
life,0.0010099770,
child,0.0010122940,
there,0.0010110330,
work,0.0009648740,
down,0.0009988310,
may,0.0009841550,
after,0.0009457460,
should,0.0009407830,
call,0.0009340660,
world,0.0009202880,
over,0.0009107160,
school,0.0009223410,
still,0.0009004180,
try,0.0008915340,
in,0.0008642810,
as,0.0008535100,
last,0.0008788590,
ask,0.0008630590,
need,0.0008391410,
too,0.0008502140,
feel,0.0008345010,
three,0.0008088190,
when,0.0008132910,
state,0.0008253410,
never,0.0007962050,
become,0.0007856470,
between,0.0008009780,
high,0.0007760470,
really,0.0007987220,
something,0.0007729360,
most,0.0007470110,
another,0.0007296850,
much,0.0007413920,
family,0.0007376320,
own,0.0007290960,
out,0.0007351340,
leave,0.0007291870,
put,0.0007200850,
old,0.0007173470,
while,0.0007112160,
mean,0.0007343910,
on,0.0007185690,
keep,0.0007027410,
student,0.0007733510,
why,0.0007139050,
let,0.0007286360,
great,0.0006822580,
same,0.0006756810,
big,0.0006888200,
group,0.0006956910,
begin,0.0006628890,
seem,0.0006659510,
country,0.0006765970,
help,0.0006552020,
talk,0.0006956730,
where,0.0006481130,
turn,0.0006713030,
problem,0.0006601930,
every,0.0006450650,
start,0.0006487430,
hand,0.0006829920,
might,0.0006339070,
American,0.0006518240,
show,0.0006308080,
part,0.0006302740,
about,0.0006323630,
against,0.0006197160,
place,0.0006137970,
over,0.0006314840,
such,0.0006278610,
again,0.0006273450,
few,0.0005981480,
case,0.0006087820,
most,0.0005976020,
week,0.0006042190,
company,0.0006165810,
where,0.0005895400,
system,0.0006069690,
each,0.0005958920,
right,0.0006223570,
program,0.0005942640,
hear,0.0005945220,
so,0.0005818560,
question,0.0005823930,
during,0.0005783270,
work,0.0005686360,
play,0.0005710470,
government,0.0005801010,
run,0.0005680050,
small,0.0005623590,
number,0.0005640030,
off,0.0005574800,
always,0.0005441990,
move,0.0005439390,
like,0.0005528930,
night,0.0005594730,
live,0.0005341020,
Mr,0.0005717350,
point,0.0005381560,
believe,0.0005409340,
hold,0.0005378140,
today,0.0005570860,
bring,0.0005287110,
happen,0.0005540240,
next,0.0005345930,
without,0.0005228950,
before,0.0005238690,
large,0.0005324860,
all,0.0005376590,
million,0.0005363790,
must,0.0005186350,
home,0.0005170700,
under,0.0004996020,
water,0.0005083950,
room,0.0005229680,
write,0.0004906810,
mother,0.0005136740,
area,0.0005027740,
national,0.0005044320,
money,0.0004996870,
story,0.0004960120,
young,0.0004851840,
fact,0.0004984950,
month,0.0004932920,
different,0.0004924610,
lot,0.0005141690,
right,0.0004950330,
study,0.0005278100,
book,0.0004669970,
eye,0.0005128950,
job,0.0004692100,
word,0.0004635950,
though,0.0004614450,
business,0.0004683770,
issue,0.0004742860,
side,0.0004625880,
kind,0.0004700870,
four,0.0004567870,
head,0.0004855480,
far,0.0004506470,
black,0.0004570060,
long,0.0004519480,
both,0.0004437250,
little,0.0004537920,
house,0.0004525580,
yes,0.0004771580,
after,0.0004314470,
since,0.0004283390,
long,0.0004305920,
provide,0.0004574940,
service,0.0004430700,
around,0.0004359260,
friend,0.0004326850,
important,0.0004372240,
father,0.0004398220,
sit,0.0004462930,
away,0.0004387970,
until,0.0004269900,
power,0.0004286210,
hour,0.0004213380,
game,0.0004436430,
often,0.0004267230,
yet,0.0004108130,
line,0.0004123360,
political,0.0004379610,
end,0.0004066290,
among,0.0004190250,
ever,0.0004116930,
stand,0.0004273480,
bad,0.0004090730,
lose,0.0004066230,
however,0.0004314260,
member,0.0004085300,
pay,0.0004036850,
law,0.0004054220,
meet,0.0003903550,
car,0.0004050130,
city,0.0004023230,
almost,0.0003878380,
include,0.0004049890,
continue,0.0003821440,
set,0.0003862070,
later,0.0003835570,
community,0.0004034540,
much,0.0003821440,
name,0.0003855100,
five,0.0003807550,
once,0.0003826720,
white,0.0003843610,
least,0.0003758730,
president,0.0004069290,
learn,0.0003770410,
real,0.0003765590,
change,0.0003735140,
team,0.0003987000,
minute,0.0003840570,
best,0.0003785690,
several,0.0003761100,
idea,0.0003703520,
kid,0.0003833540,
body,0.0003795240,
information,0.0003860920,
nothing,0.0003842300,
ago,0.0003797880,
right,0.0003828990,
lead,0.0003720230,
social,0.0004029750,
understand,0.0003679690,
whether,0.0003696880,
back,0.0003790420,
watch,0.0003789510,
together,0.0003613950,
follow,0.0003621190,
around,0.0003723200,
parent,0.0003626800,
only,0.0003568890,
stop,0.0003683540,
face,0.0003859710,
anything,0.0003647480,
create,0.0003621010,
public,0.0003633320,
already,0.0003493690,
speak,0.0003558520,
others,0.0003510400,
read,0.0003459550,
level,0.0003690300,
allow,0.0003483750,
add,0.0003573190,
office,0.0003480680,
spend,0.0003473950,
door,0.0003790030,
health,0.0003570770,
person,0.0003446090,
art,0.0003573470,
sure,0.0003522980,
such,0.0003612100,
war,0.0003572040,
history,0.0003484110,
party,0.0003425220,
within,0.0003474860,
grow,0.0003336020,
result,0.0003525740,
open,0.0003391720,
change,0.0003408970,
morning,0.0003456760,
walk,0.0003450240,
reason,0.0003240290,
low,0.0003304790,
win,0.0003380230,
research,0.0003481020,
girl,0.0003347810,
guy,0.0003347810,
early,0.0003279950,
food,0.0003266520,
before,0.0003258030,
moment,0.0003326920,
himself,0.0003313820,
air,0.0003212060,
teacher,0.0003520370,
force,0.0003274920,
offer,0.0003228460,
enough,0.0003210480,
both,0.0003225070,
education,0.0003448540,
across,0.0003200750,
although,0.0003272490,
remember,0.0003240780,
foot,0.0003253090,
second,0.0003141990,
boy,0.0003258000,
maybe,0.0003287530,
toward,0.0003213640,
able,0.0003128340,
age,0.0003135350,
off,0.0003157180,
policy,0.0003262670,
everything,0.0003141080,
love,0.0003143810,
process,0.0003254780,
music,0.0003112760,
including,0.0003142870,
consider,0.0003092440,
appear,0.0003052540,
actually,0.0003188500,
buy,0.0003065700,
probably,0.0003024730,
human,0.0003069310,
wait,0.0003106870,
serve,0.0003021880,
market,0.0003045380,
die,0.0002982950,
send,0.0002929490,
expect,0.0002897740,
home,0.0002969640,
sense,0.0002907750,
build,0.0002930640,
stay,0.0002939190,
fall,0.0002938440,
oh,0.0003141740,
nation,0.0002947650,
plan,0.0002905570,
cut,0.0002911270,
college,0.0002942380,
interest,0.0002929700,
death,0.0002826670,
course,0.0002917700,
someone,0.0002899020,
experience,0.0002974760,
behind,0.0002882010,
reach,0.0002800990,
local,0.0002819030,
kill,0.0002809630,
six,0.0002746290,
remain,0.0002768970,
effect,0.0002887130,
use,0.0002928010,
yeah,0.0003134950,
suggest,0.0002809110,
class,0.0002769090,
control,0.0002738100,
raise,0.0002639100,
care,0.0002694470,
perhaps,0.0002639830,
little,0.0002689460,
late,0.0002620450,
hard,0.0002632460,
field,0.0002645370,
else,0.0002664570,
pass,0.0002613260,
former,0.0002696530,
sell,0.0002664230,
major,0.0002652770,
sometimes,0.0002572660,
require,0.0002707140,
along,0.0002575120,
development,0.0002789460,
themselves,0.0002585120,
report,0.0002672510,
role,0.0002688520,
better,0.0002543860,
economic,0.0002740860,
effort,0.0002622030,
up,0.0002600380,
decide,0.0002548100,
rate,0.0002644800,
strong,0.0002537250,
possible,0.0002579910,
heart,0.0002563290,
drug,0.0002614690,
show,0.0002632790,
leader,0.0002590640,
light,0.0002650950,
voice,0.0002710140,
wife,0.0002534940,
whole,0.0002539640,
police,0.0002604050,
mind,0.0002510900,
finally,0.0002484910,
pull,0.0002645370,
return,0.0002480700,
free,0.0002489130,
military,0.0002581970,
price,0.0002560470,
report,0.0002521990,
less,0.0002514600,
according,0.0002540160,
decision,0.0002499400,
explain,0.0002449920,
son,0.0002452890,
hope,0.0002467750,
even,0.0002398070,
develop,0.0002572360,
view,0.0002466320,
relationship,0.0002563690,
carry,0.0002410990,
town,0.0002420330,
road,0.0002455680,
drive,0.0002440190,
arm,0.0002573270,
TRUE,0.0002404500,
federal,0.0002481120,
break,0.0002404830,
better,0.0002375240,
difference,0.0002514020,
thank,0.0002685730,
receive,0.0002433330,
value,0.0002514960,
international,0.0002474570,
building,0.0002379880,
action,0.0002426030,
full,0.0002351370,
model,0.0002515900,
join,0.0002444220,
season,0.0002539250,
society,0.0002461900,
because,0.0002338300,
tax,0.0002447370,
director,0.0002420080,
early,0.0002292490,
position,0.0002338550,
player,0.0002466930,
agree,0.0002327300,
especially,0.0002313680,
record,0.0002350220,
pick,0.0002340760,
wear,0.0002362710,
paper,0.0002285760,
special,0.0002283180,
space,0.0002286120,
ground,0.0002265440,
form,0.0002380060,
support,0.0002320960,
event,0.0002291090,
official,0.0002396220,
whose,0.0002271540,
matter,0.0002239030,
everyone,0.0002260010,
center,0.0002260770,
couple,0.0002270230,
site,0.0002302400,
end,0.0002216500,
project,0.0002287670,
hit,0.0002243790,
base,0.0002301040,
activity,0.0002364500,
star,0.0002234570,
table,0.0002281060,
need,0.0002270410,
court,0.0002247220,
produce,0.0002248950,
eat,0.0002228810,
American,0.0002215410,
teach,0.0002203430,
oil,0.0002255530,
half,0.0002150730,
situation,0.0002201460,
easy,0.0002171110,
cost,0.0002229020,
industry,0.0002215170,
figure,0.0002269840,
face,0.0002107160,
street,0.0002172410,
image,0.0002189730,
itself,0.0002155680,
phone,0.0002171020,
either,0.0002107280,
data,0.0002322480,
cover,0.0002103950,
quite,0.0002121500,
picture,0.0002099160,
clear,0.0002081960,
practice,0.0002236090,
piece,0.0002089210,
land,0.0002114950,
recent,0.0002143300,
describe,0.0002164290,
product,0.0002149310,
doctor,0.0002105740,
wall,0.0002164680,
patient,0.0002189760,
worker,0.0002121380,
news,0.0002124080,
test,0.0002118590,
movie,0.0002103950,
certain,0.0002038480,
north,0.0002063280,
love,0.0002046580,
personal,0.0002059370,
open,0.0002038180,
support,0.0002105280,
simply,0.0002022840,
third,0.0002032690,
technology,0.0002109340,
catch,0.0002068380,
step,0.0002008280,
baby,0.0002058280,
computer,0.0002043670,
type,0.0002076470,
attention,0.0001979140,
draw,0.0001976930,
film,0.0002023200,
Republican,0.0002171380,
tree,0.0002020350,
source,0.0002027380,
red,0.0002007830,
nearly,0.0001966680,
organization,0.0002040000,
choose,0.0001951150,
cause,0.0001956700,
hair,0.0002109310,
look,0.0002007130,
point,0.0001909670,
century,0.0001991150,
evidence,0.0001981840,
window,0.0002071080,
difficult,0.0001939000,
listen,0.0001970440,
soon,0.0001915370,
culture,0.0002035450,
billion,0.0001978290,
chance,0.0001900640,
brother,0.0001922590,
energy,0.0001944820,
period,0.0001956790,
course,0.0001940970,
summer,0.0001895210,
less,0.0001884630,
realize,0.0001871830,
hundred,0.0001857700,
available,0.0001915950,
plant,0.0001924710,
likely,0.0001910340,
opportunity,0.0001892750,
term,0.0001909130,
short,0.0001832990,
letter,0.0001830500,
condition,0.0001925110,
choice,0.0001834080,
place,0.0001847420,
single,0.0001821500,
rule,0.0001851520,
daughter,0.0001832170,
administration,0.0001882110,
south,0.0001838420,
husband,0.0001823140,
Congress,0.0001905460,
floor,0.0001893850,
campaign,0.0001945820,
material,0.0001893300,
population,0.0001910250,
well,0.0001856280,
call,0.0001805460,
economy,0.0001849330,
medical,0.0001801850,
hospital,0.0001778960,
church,0.0001803120,
close,0.0001846120,
thousand,0.0001767980,
risk,0.0001832410,
current,0.0001857280,
fire,0.0001800700,
future,0.0001759280,
wrong,0.0001788630,
involve,0.0001805430,
defense,0.0001810250,
anyone,0.0001766980,
increase,0.0001832720,
security,0.0001786390,
bank,0.0001788750,
myself,0.0001810700,
certainly,0.0001811400,
west,0.0001763800,
sport,0.0001789170,
board,0.0001771890,
seek,0.0001773680,
per,0.0001802090,
subject,0.0001861670,
officer,0.0001747060,
private,0.0001735870,
rest,0.0001719680,
behavior,0.0001898910,
deal,0.0001742360,
performance,0.0001816560,
fight,0.0001724890,
throw,0.0001752120,
top,0.0001750880,
quickly,0.0001711790,
past,0.0001715860,
goal,0.0001780750,
second,0.0001698690,
bed,0.0001828530,
order,0.0001712670,
author,0.0001767770,
fill,0.0001725770,
represent,0.0001781230,
focus,0.0001733720,
foreign,0.0001744720,
drop,0.0001711610,
plan,0.0001692840,
blood,0.0001708670,
upon,0.0001729350,
agency,0.0001726950,
push,0.0001701150,
nature,0.0001756520,
color,0.0001727680,
no,0.0001655640,
recently,0.0001697780,
store,0.0001702480,
reduce,0.0001729230,
sound,0.0001723130,
note,0.0001729110,
fine,0.0001672980,
before,0.0001686140,
near,0.0001663730,
movement,0.0001704120,
page,0.0001696120,
enter,0.0001651910,
share,0.0001637690,
than,0.0001689510,
common,0.0001696210,
poor,0.0001631930,
other,0.0001648660,
natural,0.0001683650,
race,0.0001662790,
concern,0.0001673860,
series,0.0001654030,
significant,0.0001787390,
similar,0.0001695030,
hot,0.0001655610,
language,0.0001691930,
each,0.0001627160,
usually,0.0001621520,
response,0.0001708400,
dead,0.0001671070,
rise,0.0001623500,
animal,0.0001610910,
factor,0.0001746910,
decade,0.0001629110,
article,0.0001663790,
shoot,0.0001608210,
east,0.0001607360,
save,0.0001578770,
seven,0.0001577070,
artist,0.0001648090,
away,0.0001576890,
scene,0.0001553940,
stock,0.0001646630,
career,0.0001579800,
despite,0.0001562370,
central,0.0001591930,
eight,0.0001542510,
thus,0.0001729530,
treatment,0.0001618890,
beyond,0.0001538590,
happy,0.0001566700,
exactly,0.0001597510,
protect,0.0001535770,
approach,0.0001636780,
lie,0.0001566340,
size,0.0001572740,
dog,0.0001587260,
fund,0.0001633110,
serious,0.0001524740,
occur,0.0001600030,
media,0.0001570610,
ready,0.0001541350,
sign,0.0001517460,
thought,0.0001561850,
list,0.0001536650,
individual,0.0001659760,
simple,0.0001533770,
quality,0.0001583530,
pressure,0.0001539530,
accept,0.0001514640,
answer,0.0001515160,
hard,0.0001540140,
resource,0.0001619130,
identify,0.0001621740,
left,0.0001530620,
meeting,0.0001513550,
determine,0.0001580680,
prepare,0.0001492080,
disease,0.0001552820,
whatever,0.0001522160,
success,0.0001532500,
argue,0.0001546810,
cup,0.0001626260,
particularly,0.0001526070,
amount,0.0001514400,
ability,0.0001560850,
staff,0.0001521460,
recognize,0.0001517370,
indicate,0.0001613580,
character,0.0001501840,
growth,0.0001543510,
loss,0.0001508790,
degree,0.0001534650,
wonder,0.0001542630,
attack,0.0001543320,
herself,0.0001604480,
region,0.0001543810,
television,0.0001506180,
box,0.0001506000,
TV,0.0001499050,
training,0.0001516000,
pretty,0.0001527770,
trade,0.0001506880,
deal,0.0001485020,
election,0.0001556180,
everybody,0.0001550870,
physical,0.0001560090,
lay,0.0001496630,
general,0.0001505700,
feeling,0.0001435710,
standard,0.0001512340,
bill,0.0001486110,
message,0.0001441290,
fail,0.0001440380,
outside,0.0001413850,
arrive,0.0001438320,
analysis,0.0001632530,
benefit,0.0001473460,
name,0.0001436500,
sex,0.0001450210,
forward,0.0001451720,
lawyer,0.0001450990,
present,0.0001505760,
section,0.0001508940,
environmental,0.0001552240,
glass,0.0001506570,
answer,0.0001445170,
skill,0.0001529160,
sister,0.0001461000,
PM,0.0001660580,
professor,0.0001412240,
operation,0.0001433500,
financial,0.0001449480,
crime,0.0001455750,
stage,0.0001405300,
ok,0.0001658520,
compare,0.0001458300,
authority,0.0001434500,
miss,0.0001410730,
design,0.0001473800,
sort,0.0001427740,
one,0.0001382560,
act,0.0001384130,
ten,0.0001419880,
knowledge,0.0001526250,
gun,0.0001434380,
station,0.0001403870,
blue,0.0001443990,
state,0.0001454750,
strategy,0.0001489590,
little,0.0001378710,
clearly,0.0001392140,
discuss,0.0001420640,
indeed,0.0001400390,
force,0.0001362390,
truth,0.0001369190,
song,0.0001375160,
example,0.0001429190,
democratic,0.0001434200,
check,0.0001387530,
environment,0.0001449600,
leg,0.0001439590,
dark,0.0001442260,
public,0.0001385230,
various,0.0001418370,
rather,0.0001362480,
laugh,0.0001472640,
guess,0.0001456850,
executive,0.0001435380,
set,0.0001368150,
study,0.0001361360,
prove,0.0001343380,
hang,0.0001413970,
entire,0.0001334070,
rock,0.0001371310,
design,0.0001393170,
enough,0.0001345630,
forget,0.0001381800,
since,0.0001382410,
claim,0.0001342020,
note,0.0001356000,
remove,0.0001354870,
manager,0.0001400480,
help,0.0001325700,
close,0.0001321070,
sound,0.0001373920,
enjoy,0.0001334770,
network,0.0001368190,
legal,0.0001359030,
religious,0.0001407690,
cold,0.0001353840,
form,0.0001353750,
final,0.0001321700,
main,0.0001325280,
science,0.0001386500,
green,0.0001354570,
memory,0.0001319940,
card,0.0001322190,
above,0.0001338110,
seat,0.0001346410,
cell,0.0001359360,
establish,0.0001392410,
nice,0.0001358180,
trial,0.0001348990,
expert,0.0001331070,
that,0.0001314730,
spring,0.0001336740,
firm,0.0001355510,
Democrat,0.0001422250,
radio,0.0001308570,
visit,0.0001302050,
management,0.0001367880,
care,0.0001303180,
avoid,0.0001300510,
imagine,0.0001318610,
tonight,0.0001441780,
huge,0.0001291170,
ball,0.0001319370,
no,0.0001363000,
close,0.0001298570,
finish,0.0001308180,
yourself,0.0001316000,
talk,0.0001311940,
theory,0.0001381250,
impact,0.0001327550,
respond,0.0001277740,
statement,0.0001302050,
maintain,0.0001318790,
charge,0.0001284220,
popular,0.0001285620,
traditional,0.0001324490,
onto,0.0001320160,
reveal,0.0001291870,
direction,0.0001251690,
weapon,0.0001308630,
employee,0.0001298510,
cultural,0.0001384890,
contain,0.0001289950,
peace,0.0001281800,
head,0.0001263150,
control,0.0001266580,
base,0.0001247870,
pain,0.0001253810,
apply,0.0001285380,
play,0.0001263270,
measure,0.0001332280,
wide,0.0001250260,
shake,0.0001369340,
fly,0.0001254510,
interview,0.0001261210,
manage,0.0001229130,
chair,0.0001311600,
fish,0.0001258000,
particular,0.0001282340,
camera,0.0001249810,
structure,0.0001323190,
politics,0.0001266180,
perform,0.0001263420,
bit,0.0001270940,
weight,0.0001271060,
suddenly,0.0001315430,
discover,0.0001227700,
candidate,0.0001311450,
top,0.0001257870,
production,0.0001275100,
treat,0.0001220880,
trip,0.0001225700,
evening,0.0001239590,
affect,0.0001258240,
inside,0.0001238830,
conference,0.0001232370,
unit,0.0001245840,
best,0.0001211630,
style,0.0001239830,
adult,0.0001234250,
worry,0.0001219240,
range,0.0001253080,
mention,0.0001207270,
rather,0.0001260120,
far,0.0001211880,
deep,0.0001216700,
past,0.0001199500,
edge,0.0001241990,
individual,0.0001283370,
specific,0.0001285560,
writer,0.0001202750,
trouble,0.0001202540,
necessary,0.0001236410,
throughout,0.0001218030,
challenge,0.0001224400,
fear,0.0001178220,
shoulder,0.0001299080,
institution,0.0001278160,
middle,0.0001225070,
sea,0.0001198200,
dream,0.0001201140,
bar,0.0001208420,
beautiful,0.0001214450,
property,0.0001213700,
instead,0.0001184100,
improve,0.0001219370,
stuff,0.0001218330,
detail,0.0001174970,
method,0.0001293750,
sign,0.0001195230,
somebody,0.0001262570,
magazine,0.0001188530,
hotel,0.0001202020,
soldier,0.0001199290,
reflect,0.0001233710,
heavy,0.0001187410,
sexual,0.0001269430,
cause,0.0001177790,
bag,0.0001213090,
heat,0.0001223880,
fall,0.0001177160,
marriage,0.0001167910,
tough,0.0001200750,
sing,0.0001169670,
surface,0.0001193680,
purpose,0.0001215420,
exist,0.0001192890,
pattern,0.0001224910,
whom,0.0001150720,
skin,0.0001209630,
agent,0.0001160270,
owner,0.0001197470,
machine,0.0001164570,
gas,0.0001158120,
down,0.0001201750,
ahead,0.0001203930,
generation,0.0001162030,
commercial,0.0001231310,
address,0.0001206020,
cancer,0.0001194900,
test,0.0001171760,
item,0.0001223060,
reality,0.0001164270,
coach,0.0001234590,
step,0.0001193350,
Mrs,0.0001229400,
yard,0.0001190230,
beat,0.0001160360,
violence,0.0001166610,
total,0.0001176430,
tend,0.0001161180,
investment,0.0001176790,
discussion,0.0001201230,
finger,0.0001238410,
garden,0.0001176490,
notice,0.0001179830,
collection,0.0001165300,
modern,0.0001163510,
task,0.0001188890,
partner,0.0001138280,
positive,0.0001191950,
civil,0.0001144410,
kitchen,0.0001192620,
consumer,0.0001154630,
shot,0.0001137220,
budget,0.0001187560,
wish,0.0001138040,
painting,0.0001190560,
scientist,0.0001143140,
safe,0.0001108170,
agreement,0.0001156510,
capital,0.0001135340,
mouth,0.0001218940,
nor,0.0001128880,
victim,0.0001118210,
newspaper,0.0001137740,
instead,0.0001099080,
threat,0.0001122580,
responsibility,0.0001124460,
smile,0.0001257540,
attorney,0.0001150990,
score,0.0001191470,
account,0.0001115420,
interesting,0.0001136250,
break,0.0001223430,
audience,0.0001098470,
rich,0.0001089770,
dinner,0.0001126640,
figure,0.0001095740,
vote,0.0001196620,
western,0.0001133710,
relate,0.0001186890,
travel,0.0001083890,
debate,0.0001128820,
prevent,0.0001104350,
citizen,0.0001103960,
majority,0.0001114570,
none,0.0001072150,
front,0.0001132920,
born,0.0001071940,
admit,0.0001065600,
senior,0.0001109720,
assume,0.0001090380,
wind,0.0001106080,
key,0.0001093290,
professional,0.0001101260,
mission,0.0001067850,
fast,0.0001075640,
alone,0.0001060720,
customer,0.0001091590,
suffer,0.0001051410,
speech,0.0001076550,
successful,0.0001075180,
option,0.0001074430,
participant,0.0001257210,
southern,0.0001070790,
fresh,0.0001090800,
eventually,0.0001047140,
no,0.0001061750,
forest,0.0001074280,
video,0.0001068240,
global,0.0001103140,
Senate,0.0001116120,
reform,0.0001094710,
access,0.0001070670,
restaurant,0.0001088500,
judge,0.0001075340,
publish,0.0001063150,
cost,0.0001059480,
relation,0.0001120790,
like,0.0001080550,
release,0.0001040070,
own,0.0001048440,
bird,0.0001056260,
opinion,0.0001046140,
credit,0.0001048470,
critical,0.0001086250,
corner,0.0001076310,
concerned,0.0001040980,
recall,0.0001044350,
version,0.0001044770,
stare,0.0001190620,
safety,0.0001036650,
effective,0.0001087070,
neighborhood,0.0001051900,
original,0.0001042100,
act,0.0001034100,
troop,0.0001091620,
income,0.0001058990,
directly,0.0001033670,
hurt,0.0001044440,
species,0.0001085650,
immediately,0.0001002650,
track,0.0001024520,
basic,0.0001054840,
strike,0.0001007840,
hope,0.0001001200,
sky,0.0001065540,
freedom,0.0001036220,
absolutely,0.0001114030,
plane,0.0001027910,
nobody,0.0001039440,
achieve,0.0001066300,
object,0.0001062480,
attitude,0.0001074520,
labor,0.0001043070,
refer,0.0001040560,
concept,0.0001089890,
client,0.0001031760,
powerful,0.0001005200,
perfect,0.0001014450,
nine,0.0000999622,
therefore,0.0001086800,
conduct,0.0001058510,
announce,0.0001009870,
conversation,0.0001002020,
examine,0.0001086310,
touch,0.0001053290,
please,0.0001052440,
attend,0.0001012150,
completely,0.0000986978,
vote,0.0001068060,
variety,0.0001038280,
sleep,0.0001055230,
turn,0.0000998925,
involved,0.0001013600,
investigation,0.0001026370,
nuclear,0.0001038950,
researcher,0.0001053440,
press,0.0001013060,
conflict,0.0001052470,
spirit,0.0000998864,
experience,0.0001031220,
replace,0.0000991163,
British,0.0000998470,
encourage,0.0001011180,
argument,0.0001012570,
by,0.0000987281,
once,0.0000975759,
camp,0.0000990283,
brain,0.0000996135,
feature,0.0001011050,
afternoon,0.0001006750,
AM,0.0001044620,
weekend,0.0001007870,
dozen,0.0000983400,
possibility,0.0000984431,
along,0.0000984704,
insurance,0.0000998440,
department,0.0000977942,
battle,0.0000969968,
beginning,0.0000966238,
date,0.0000954140,
generally,0.0001006410,
African,0.0001047830,
very,0.0000964449,
sorry,0.0001039130,
crisis,0.0000998319,
complete,0.0000994953,
fan,0.0000998167,
stick,0.0000978155,
define,0.0001029670,
easily,0.0000962872,
through,0.0000965389,
hole,0.0000979458,
element,0.0001002230,
vision,0.0000981156,
status,0.0001016120,
normal,0.0000948015,
Chinese,0.0000980429,
ship,0.0000988130,
solution,0.0000971878,
stone,0.0000986402,
slowly,0.0001012840,
scale,0.0001042320,
bit,0.0000972939,
university,0.0001000620,
introduce,0.0000950440,
driver,0.0000959173,
attempt,0.0000968603,
park,0.0000980065,
spot,0.0000958536,
lack,0.0000975062,
ice,0.0000960780,
boat,0.0000972697,
drink,0.0000972666,
sun,0.0000989889,
front,0.0000972939,
distance,0.0000951502,
wood,0.0000964267,
handle,0.0000928881,
truck,0.0000956232,
return,0.0000941738,
mountain,0.0000949743,
survey,0.0000994074,
supposed,0.0000940131,
tradition,0.0000973637,
winter,0.0000946862,
village,0.0000932126,
Soviet,0.0001097440,
refuse,0.0000914903,
sales,0.0000974698,
roll,0.0000957930,
communication,0.0000957475,
run,0.0000949834,
screen,0.0000932641,
gain,0.0000929882,
resident,0.0000965328,
hide,0.0000942951,
gold,0.0000931883,
club,0.0000933915,
future,0.0000954958,
farm,0.0000918481,
potential,0.0000948742,
increase,0.0000947469,
middle,0.0000915691,
European,0.0000953776,
presence,0.0000928578,
independent,0.0000941313,
district,0.0000949895,
shape,0.0000921665,
reader,0.0000953382,
Ms,0.0000958476,
contract,0.0000937129,
crowd,0.0000926092,
Christian,0.0000931671,
express,0.0000938372,
apartment,0.0000940343,
willing,0.0000898590,
strength,0.0000902653,
previous,0.0000924515,
band,0.0000902653,
obviously,0.0000949046,
horse,0.0000939767,
interested,0.0000884035,
target,0.0000905594,
prison,0.0000917177,
ride,0.0000924091,
guard,0.0000914479,
terms,0.0000939858,
demand,0.0000925394,
reporter,0.0000922271,
deliver,0.0000884460,
text,0.0000979883,
share,0.0000932459,
tool,0.0000918329,
wild,0.0000893678,
vehicle,0.0000892101,
observe,0.0000932005,
flight,0.0000895558,
inside,0.0000931338,
facility,0.0000912902,
understanding,0.0000949652,
average,0.0000901076,
emerge,0.0000894375,
advantage,0.0000889645,
